X,Y,Z
-2377,-1587,5309
-1272,933,3326
-413,985,-1005
-1900,-1018,3445
3436,2684,-46
1236,688,716
4555,-2395,4349
91,1064,-1768
-2408,-147,3452
1090,1440,-2299
-1319,425,3343
-134,1065,3095
3037,2967,-1763
-4140,2328,3745
-4679,2003,4815
-7186,567,3372
-2259,472,3424
2946,2636,217
1079,285,2222
4555,-2395,4349
-615,1176,-1861
-2585,-180,3562
233,1025,-1232
-2386,-849,3393
-1363,803,3345
3054,2813,-998
1960,-73,-4558
818,1057,2457
-7077,674,2434
-2260,474,3429
-3513,-2182,1918
-719,1198,-1982
-4933,-358,6936
-5125,460,4961
-470,936,-1126
-1450,826,3372
-1426,855,3302
-6844,670,2461
-2291,344,3444
3652,2540,142
1531,823,683
-949,1258,-2296
-2329,-245,3399
-1320,780,3401
3184,2778,-542
0,1047,2131
-2534,446,3599
-6704,271,3799
-2257,113,3390
3108,2607,407
1098,295,2223
-987,1244,-2311
-2324,-242,3379
-4488,2192,4569
-2286,1242,10416
80,1056,3390
-2434,421,3589
-7395,675,2594
-2506,174,3554
-4350,391,5673
112,1019,3432
-2829,289,3865
-6930,600,2236
-2638,99,3617
270,1033,3483
3178,2727,-259
835,993,2703
-2269,75,3419
12,36,3568
3371,2548,763
1001,1085,1785
-1476,906,-2301
-2377,-249,3430
2281,3101,-3382
-2086,2650,623
-5567,-32,5669
8087,-36,842
955,886,822
-1563,945,-2372
-2374,-274,3419
-4419,348,5860
-2408,324,3523
-28,1046,3476
3209,2682,-148
463,-306,-4184
500,1028,2610
-6284,394,5082
-7370,394,3013
-51,-96,3597
2656,2986,-3063
-3779,1503,1080
-5188,-973,5445
-1261,762,-2038
-2348,-288,3402
-4925,2202,4447
-5669,333,5323
-89,1002,3459
3195,2664,-100
248,976,2487
-5385,369,4197
-6490,416,1719
-1576,-112,3337
-1519,2570,718
-5195,-1014,5458
3362,2541,797
301,-362,3228
-2435,-278,3451
-4566,2249,4128
-4365,309,5895
-120,996,3484
3235,2668,-65
194,1023,2309
-6516,-404,6018
-6669,-122,4722
-2141,-154,3746
133,-993,3339
-2454,-290,3457
-4487,2249,4133
-5363,322,5957
-144,992,3492
3175,2658,80
77,1034,2350
-7304,400,2369
-2262,-166,3371
-897,2691,207
192,-924,3274
3259,2542,826
4986,-160,-3730
133,-993,3339
-3305,-352,4125
-5361,321,5953
-56,987,3540
91,973,2287
-1677,-1044,3302
-6963,-225,3270
-1654,-202,3407
2963,2954,-2976
-1505,2233,469
-5034,-1802,5559
-3282,-411,4084
2630,2865,-3332
-449,2704,-156
-5040,-1805,5471
4416,2609,362
685,1038,2401
-4940,-683,5817
-3811,246,6485
-133,978,3577
3268,2682,-106
-327,1070,2412
-5249,-1131,2600
-6577,-413,3764
-1610,-277,3371
-904,1420,-2776
-1628,-325,3373
-3973,145,6007
-1040,823,3404
3308,2674,-49
-333,1056,2414
-5024,-1203,2435
-5808,-106,1851
-1844,-282,3523
785,1381,-2317
-4813,-744,6014
-3998,174,6415
-2639,344,3653
-1137,760,3347
-2561,-720,418
-6581,-483,3760
-2234,-308,3313
738,2022,611
-4916,-2032,5786
3485,2506,1082
291,826,3185
194,1472,-1167
677,1409,-2268
-4813,-744,6014
-3269,2261,3118
-4898,240,6490
-1080,767,3404
-1724,-563,-81
-6272,-253,2224
-2303,-367,3319
4972,2607,463
-1072,915,-641
-4889,-839,5890
-5534,2198,4457
-4432,-283,6773
-1107,759,3402
3233,2878,-1638
595,1087,-4244
-599,1077,2419
-2482,-751,378
-6220,-229,2187
-1718,-527,3431
603,927,2729
18,2399,-2879
-4957,-767,5796
-1496,707,3383
-2475,-842,371
-6596,-327,2330
-1459,-546,3271
181,935,3679
3248,2900,-1627
-676,1115,2397
-1656,-601,-219
-6596,-327,2330
-1531,-701,3212
1859,3028,-2406
961,1816,497
178,-97,3428
3455,2480,1273
680,923,883
596,1376,-2407
-1789,-396,3490
181,935,3679
-1629,-597,-232
-5794,-408,1800
-1744,-785,3363
1952,3021,-2375
-593,1166,2005
79,-635,3393
-581,1745,-3001
-1825,-409,3495
3316,2474,1346
1171,893,849
-895,1383,-2802
-2438,-450,3427
-3308,1904,7109
538,1610,-1917
-81,871,3674
-1857,-731,-174
-5840,-465,1833
192,-1002,3304
-2587,1700,8183
-1438,546,3384
3474,2880,-1406
-4530,2297,4477
-6873,-814,3089
-2599,243,3623
1892,3051,-2473
-3792,871,375
-4834,-2138,5932
703,1128,-2344
-2430,-488,3406
-5774,2334,3423
-5021,464,4969
-2356,396,3411
-6914,-869,3107
20,61,3565
-490,1397,-2382
-2889,-627,3757
-4660,2448,2576
-4746,487,5310
-2376,412,3500
3512,2666,-84
860,997,2953
-6573,-1002,3715
-2561,77,3566
-206,2456,-3209
-3021,-628,3885
-2456,401,3518
3487,2610,16
585,1002,2776
-2439,2632,1868
-6573,-1002,3715
138,-4,3499
1910,3043,-2472
1148,1292,147
58,204,3577
227,2351,-2529
-4899,-1230,5880
-2456,401,3518
3561,2638,134
577,1080,-4083
572,1001,2746
-135,1236,-1372
-6937,-964,3151
-1527,-73,3450
5150,2453,1610
40,-35,3390
904,2815,-93
-4903,-1233,5891
-2416,395,3525
3561,2638,134
859,288,-4632
600,989,2857
-135,1236,-1372
-6086,-699,1809
109,-96,3497
2227,3025,-2422
-574,-665,3510
4471,2374,1965
878,1058,2034
-316,1776,-2750
-3400,-810,4037
-4525,2113,5217
-4379,409,5689
-2572,392,3598
3519,2821,-1354
527,462,-4442
513,1000,2760
-271,1126,1940
-6543,-1088,3699
-1671,-139,3426
4181,2405,1726
614,946,2596
-703,1722,-2908
-3400,-810,4037
-5502,398,5323
-3303,-414,4113
-2580,409,3630
3526,2835,-1354
527,462,-4442
535,997,2814
-395,993,-1085
-6658,-929,2249
-2258,-143,3362
-4001,147,6420
-3264,-929,4371
-1425,518,3357
3731,2780,-717
1080,670,-4543
390,994,2940
-4303,2130,4238
-6497,-943,2001
-1664,-262,3410
1502,3093,-2912
-1650,2478,532
-5193,-811,5472
4899,2386,2016
1184,916,638
-1836,568,-2178
-4825,-1395,5969
-4588,2138,4976
-5287,183,6098
-3264,-929,4371
-1416,494,3356
3754,2606,290
980,499,-4634
233,964,2515
-6030,-852,1748
-1813,-219,3522
6104,2435,2376
1563,874,696
549,2349,-2390
-4912,-1238,5858
-4522,2147,4918
-5418,195,6120
-2375,312,3451
3754,2606,290
1043,382,-4455
233,964,2515
-1072,935,3270
-6735,-1272,3564
-1761,-261,3490
1563,874,696
439,2336,-2454
-4895,-1387,5856
-953,938,-650
-2634,-657,3547
-2617,304,3609
958,318,-4527
196,973,2555
-7046,-1354,3129
-2231,-255,3331
1439,801,765
387,2339,-2331
-4932,-1389,5849
-6326,-346,4063
-1182,425,3365
3785,2803,-1122
1235,948,-4617
154,1014,2735
-945,857,-723
-6850,-1206,3089
-2561,-232,3540
-4535,-41,6582
-1302,2604,424
-2332,-373,3344
-2358,252,3415
3764,2787,-940
486,445,-4453
-405,1022,2735
-1307,788,3355
-6939,-1229,2808
-2561,-232,3540
5260,2270,2515
157,148,3509
60,2398,-2776
-2599,-657,3513
-4939,2123,5063
-4807,-45,6781
-6823,283,3744
-3109,-687,3832
-2434,263,3476
3771,2799,-938
1228,350,-4685
-465,1019,2770
-3255,1194,4234
227,-291,3446
5141,2259,2890
1036,441,1719
313,2217,-2433
-2599,-657,3513
-4807,-45,6781
-2547,244,3550
3747,2765,-685
-449,1049,2519
-1511,728,3375
-6518,-1277,3530
93,-276,3437
1656,1173,124
541,95,43177000
153,2171,-2707
-2628,-655,3506
-5141,-20,6589
-2958,-709,3673
-2623,255,3610
-787,573,1627
-6518,-1277,3530
127,-279,3483
-2929,-761,3747
-4786,2138,4959
-5607,14,5792
-3172,-802,4455
-2584,204,3569
-839,573,1599
-1593,-291,3366
2701,3026,-2454
-914,2545,1309
-1143,627,3349
5302,1673,199
59,-146,3519
-3355,-857,4095
-3929,2213,4361
-2013,-167,10046
-3172,-802,4455
-2616,213,3605
3790,2644,-40
-5217,2110,5147
-3307,1038,4408
-6863,-1288,2769
-1773,-293,3490
-4857,658,5058
-4755,-1484,6126
-4776,2148,4887
-2186,-492,10238
-2936,-823,3719
-2638,256,3613
3988,2700,-204
589,1016,-4083
-5475,2172,4523
-3314,1040,4317
-1795,-286,3509
48,-1073,3410
-149,2010,-2471
-4685,-1461,6034
-4810,2147,4883
-2130,-582,10468
-2936,-823,3719
-2377,203,3444
3962,2587,521
529,1015,-4252
535,974,3129
-5488,1449,4525
-6618,554,4467
-1590,-409,3347
-3038,-842,3881
-2398,207,3455
412,1129,1978
-578,1682,-2402
-4955,-1450,5859
-3331,-778,4066
-2542,196,3546
3982,2802,-949
361,978,3044
-5072,1140,2432
-6271,711,2929
-599,-625,3666
2399,3054,-2668
-4516,2088,5258
5394,2113,3636
528,1109,2134
-4934,-1443,5829
-3213,-858,4243
-2617,150,3599
4077,2737,-303
899,378,-4435
89,953,2837
-6861,627,3771
-1833,-632,3497
4879,2076,3543
595,1119,2165
-1906,2383,3649
4044,2656,-103
743,188,-4392
-83,955,2727
-1532,-727,3201
4837,2094,3622
507,1101,2315
-1906,2383,3649
3891,3108,-3177
547,66,-4394
-77,902,2675
-6625,759,2025
-1532,-727,3201
5911,1686,704
411,974,3017
-2828,2441,3604
4202,2733,-376
-95,917,2691
-5683,833,4721
-6735,197,4547
-2259,-710,3279
407,972,3015
462,2320,-2263
-2833,2420,3580
-4504,2195,4538
-2092,1715,7870
195,195,3486
4121,2714,-249
590,1045,-4113
-174,896,2769
-6818,282,4082
223,-812,3309
5842,1357,3907
452,974,3000
286,2357,-2495
-2944,2434,3549
4121,2714,-249
581,482,-4415
-208,927,2823
4079,2540,70
-385,994,2998
-4539,446,3436
-7121,501,3482
-1916,-855,3466
-1302,880,3267
-608,-593,3603
5573,1298,3813
843,1143,2162
-349,2050,-2690
-2699,2380,3800
-3017,-648,3813
-2355,-16,3429
-5114,-147,4082
-6997,649,2381
170,-911,3323
5210,1393,3652
879,1156,2219
6,1836,-2248
-2749,2307,3593
-3235,-738,4012
-2445,-12,3439
4212,2769,-623
613,159,-4401
-5139,1873,4765
-6681,60,4332
-6872,666,2165
-1635,-947,3355
4705,1245,4223
8346,-552,1097
589,1083,2296
-250,1819,-2614
-2849,2406,3692
-4997,460,4995
-2552,11,3540
-6700,651,2007
-1835,-898,3397
655,1061,2375
-338,1831,-2727
-3276,2449,3585
-2620,-44,3546
1181,-219,-4693
-5262,1919,4766
-2789,-489,3664
-6408,596,1820
-1917,-954,3502
6267,900,4717
297,812,3321
4237,2565,-251
421,1071,-3994
-6,889,3412
151,-953,3306
-1582,648,3320
-5100,-1890,5460
6502,969,5236
931,1142,2251
-114,1720,-2532
-2919,2387,3819
4234,2644,-110
23,881,3609
131,-967,3340
1869,3130,-3175
-3596,936,906
-5148,-2143,5350
1021,1151,2285
-546,1828,-3049
-3033,2408,3747
-4604,2219,4337
-2085,1266,10392
235,109,3412
1233,1084,-4580
-43,903,3427
2281,3076,-2973
-3328,1001,723
-5147,-2142,5347
5757,704,4272
669,941,2772
-553,1813,-3035
-3089,2428,3822
4539,2611,-122
357,503,-3927
-228,906,3515
6016,713,4789
655,935,2770
-468,1717,-2721
-3095,2414,3762
-3241,-864,3991
-7093,367,3742
-1708,-1184,3338
5965,712,4791
715,916,886
-471,1746,-2921
-3111,2386,3793
-4434,2240,4200
-5586,387,5359
-3175,-888,4406
205,128,3468
-1747,-1023,3386
-7160,392,3637
-2276,224,3423
5754,687,4767
854,896,833
-630,1729,-2975
-3184,2396,3874
-1739,-1124,3336
-7172,369,3664
-2569,248,3606
5380,920,4742
759,871,947
-658,1721,-2951
-3193,2380,3869
-2088,932,10158
5,76,3574
5350,2998,-2137
398,736,3234
-2144,-996,3666
-7189,463,3381
15,165,3586
6888,704,5266
852,887,893
-472,1656,-2296
-2939,2322,4126
325,721,3349
2562,2993,-2941
-4659,584,1054
-5109,-495,5697
5881,624,4920
1278,904,827
-3195,2345,4073
-5614,364,5585
-5001,1356,5134
-7514,674,2605
-2456,129,3517
5888,601,4968
-1832,411,-2192
-3195,2345,4073
-5593,351,5531
-3098,-571,3911
-2296,-38,3373
2771,2914,-1609
-1378,559,3415
-4890,-1583,2811
-7514,674,2605
-2511,153,3559
5589,591,5051
-3473,2353,4081
-5618,347,5340
-3098,-571,3911
-2347,-79,3406
-833,392,1592
-1715,-580,-77
-7218,583,2534
-2619,147,3635
-4721,2229,4137
-5684,367,5418
-3134,-604,3853
-2607,-104,3576
2818,2887,-1560
594,149,-4414
-1110,432,3435
-6897,603,2155
7,18,3569
2741,2972,-2871
-4457,623,820
-4788,-1916,6065
2220,374,97
1199,814,728
118,2257,-2690
-3252,2243,4111
-6286,535,1726
106,-21,3508
2024,317,234
1090,801,813
325,2043,-2496
-3252,2243,4111
2872,2846,-1245
636,1088,-4144
-4976,811,5052
-4592,-1484,2181
-6367,528,1705
-50,-64,3599
-3900,775,441
-4777,-1981,6042
-3926,2348,4280
2872,2901,-1660
328,402,-3985
-5003,794,4916
-1974,-1859,3375
-2337,-84,3414
-13,1872,-2245
-1505,921,3354
-4771,2285,3873
-3948,121,6416
32,-26,3542
2887,2833,-1193
7,-1866,345
-7166,337,3273
123,-168,3480
-281,1906,-2629
-2159,1032,3461
-7324,341,3210
123,-168,3480
-347,1865,-2676
-2352,1118,3608
-4416,2315,3633
-3940,47,6411
-3293,-583,4073
-2360,-147,3401
2933,2814,-906
573,283,-4505
228,221,3446
-5083,-2055,5482
-572,1983,-2987
-2366,1118,3581
-4884,2306,3727
-5325,60,6203
-2593,-660,3504
-2396,-136,3442
2977,2708,-209
928,244,-4505
187,217,3467
-1557,2366,2910
-6442,-279,4961
-1522,-184,3303
511,2903,-101
-267,1794,-2666
-2447,1104,3541
-4884,2306,3727
-4282,-41,6591
-3248,-712,4332
-2460,-152,3486
2968,2709,-202
-1226,338,3587
-6409,-248,4786
-1590,-175,3376
2628,2869,-2909
768,675,1850
-5068,-2154,5486
8379,-249,1171
-102,-241,3583
-558,1717,-2910
-1492,762,3408
-4857,2312,3653
-4616,-9,6530
233,1045,-1195
-2927,-705,3715
-2617,-161,3582
2989,2692,-171
318,87,-4033
-1267,364,3400
-2417,2580,2439
-1587,-174,3411
715,1145,-2376
-2745,745,3720
-5544,2279,3880
-5111,7,6544
151,1979,-1447
-3376,-809,4033
443,-206,3231
3017,2661,178
439,207,-4786
-1378,338,3373
-87,1146,-1363
-7078,85,3321
-2319,-128,3402
-507,1660,-2255
-2833,732,3767
-1412,348,3355
-102,1135,-1369
-7618,345,2572
-2280,-182,3372
-511,1666,-2336
-2827,745,3841
427,-202,3242
-2922,2548,2939
-7044,102,2482
161,-243,3349
98,-1036,3361
-620,1610,-2440
-4212,1433,6135
391,1018,2784
-533,1578,-2312
-4191,1353,6123
5283,2072,3806
392,1012,2815
-807,1521,-2698
-4200,1485,6055
463,1002,2790
-654,1380,-2603
-4200,1485,6055
-1781,696,1
128,-142,3461
-3566,2284,4454
-6858,-428,3228
-7,-245,3549
5036,187,-3531
189,831,3300
-978,1035,-2896
-4219,1448,6075
-5952,2351,3335
-3154,1884,7294
-456,418,-1254
-2575,-364,3322
80,-143,3497
-6948,-402,3195
-1649,-190,3411
586,1097,2199
-978,1035,-2896
-4215,1423,6028
-5955,2336,3327
-3056,1765,7681
-3270,-459,4080
138,-186,3520
3075,2662,83
1227,-146,-4694
-5324,339,5901
-6230,-289,2195
-1689,-195,3439
618,1096,2232
-4248,1351,5988
814,696,-2083
-2908,-733,3660
-2604,-221,3553
-1680,-216,3432
-2941,-703,3762
289,-222,3339
-6842,-534,3191
-1679,-216,3432
-3286,-743,4031
289,-223,3340
-1818,-256,3513
-1949,1315,10350
-3354,-755,4120
276,-258,3350
3004,2964,-1699
-5677,364,5328
-523,1049,2678
-2278,-211,3367
2741,2940,-3022
-4778,-1789,6067
5013,2413,1517
664,966,2771
-1570,321,-1944
-4261,1279,6038
-4094,2479,3734
-4409,418,5659
-3176,-824,4430
200,-307,3403
3101,2808,-975
346,-315,-4052
528,-42,3181
-6883,-596,3193
-2555,-248,3537
2751,2944,-3049
-4707,-1965,6173
848,992,2850
203,2481,-3255
-4229,1202,6130
-3057,2164,4850
-5702,361,5302
-437,1223,-495
-2588,-786,3417
181,-272,3447
3154,2725,-279
560,-335,-4237
254,-41,3378
-3839,2311,4724
-6653,-487,2292
137,-300,3302
2971,2992,-2951
-4755,-2030,6087
5031,-397,-3670
832,965,2948
1019,2288,-1729
-4251,1178,6078
-2909,-786,3707
126,-275,3465
43167000,2700,-236
601,-333,-4273
164,13,3442
-5836,-392,1861
170,-311,3403
2070,2942,-1808
920,1011,2660
-4213,1106,6044
-3282,-774,3994
160,-314,3451
1510,2861,-1086
687,901,842
-4171,971,6041
-4781,2327,3554
-1362,1136,11302
-1071,1184,-189
-3248,-803,3994
-2409,-263,3411
3105,2687,-217
862,1088,-4300
-2573,79,3602
-6564,-772,3756
-1527,-318,3310
820,977,793
136,2428,-2949
-4244,1018,6008
-4262,331,5713
-1136,1142,-247
-3364,-778,4015
-2560,-288,3506
3140,2728,-245
337,501,-3921
-5341,119,6480
-443,976,-1057
-6902,-692,3185
-2557,-280,3505
839,862,901
428,2350,-2288
-4265,1099,5985
-4164,2347,3053
-4417,370,5680
-1310,1063,-168
-3130,-876,3928
355,-380,3214
3151,2713,-221
1248,649,-4617
-5353,127,6416
-4333,2145,4491
-6689,-581,2312
-2569,-307,3537
8244,-205,1073
999,900,972
-4281,1079,6014
5139,2489,1108
8391,-369,1137
1282,914,689
-4200,992,6045
2000,3214,-4045
-2218,2654,611
-4755,-2229,6057
5063,2467,1277
42,2435,-2952
-4245,1006,6038
-970,1025,11371
-2576,124,3638
-2660,-381,3453
3130,2689,-169
323,362,-3960
-5490,325,5753
-1504,934,3349
-6930,-780,3095
-1726,-421,3444
2958,2578,-3017
-1789,2574,1196
-4743,-2256,6035
1366,871,533
431,2305,-2299
-4271,972,5983
-970,1025,11371
384,2153,-1552
-2485,103,3646
-2596,-441,3442
1530,887,537
309,2285,-2462
-1916,323,3626
-4084,2321,2953
-1030,1017,11371
183,1887,-1453
-2607,79,3629
-2652,-429,3465
-6916,-999,3176
-1836,-679,3495
1767,3234,-4460
-4742,-2301,6092
1199,765,726
146,2373,-2659
-2348,322,3496
-1030,1017,11371
-2652,-429,3465
3112,2667,-92
613,470,-4455
-2251,-114,3352
-5358,1896,4698
-6947,-1307,4805
-1836,-703,3446
12,2430,-2795
-2517,332,3601
-1346,956,11364
-1609,-559,3340
3135,2657,63
1244,495,-4652
282,-319,3277
-1435,807,3337
-6660,-1063,3562
221,-838,3311
594,3194,-3752
136,-42,3463
19,2404,-2798
-3111,473,4130
-633,1359,-413
-1779,-574,3466
3122,2651,142
417,348,-4330
-2288,-213,3383
-4698,1394,4831
-7030,-1075,3142
84,-788,3392
-1880,765,10174
-509,1330,-467
-2825,-226,3745
-2429,-488,3407
3151,2646,182
966,372,-4483
-4870,-654,5811
-908,576,1670
-7030,-1075,3142
-1818,-828,3391
1172,2730,-2573
-5085,-984,5652
1203,732,766
195,2208,-2615
-2337,294,3464
-3877,329,6336
-184,1321,-868
-2491,-513,3440
3075,2953,-1814
607,279,-4503
-4837,-758,5841
-3214,1021,4232
-6916,-1110,3147
235,-858,3305
153,2092,-2721
-2635,260,3653
-4271,253,5977
107,1143,-936
-2650,-541,3527
149,2043,-2502
-4356,597,5785
-4919,330,6112
115,1281,-1254
-2650,-541,3527
3172,2737,-286
-4860,-926,5926
-6753,-1175,2362
-1869,-935,3422
-354,2098,-3069
-4529,562,5861
-310,1143,-596
-3316,-451,4122
-1583,-597,3269
3191,2724,-235
742,7,-4359
-4973,-924,5909
-764,408,1718
-6345,-990,2064
181,-1021,3314
-1054,985,-483
-3316,-451,4122
-2453,-584,3364
-5612,817,4890
-6356,-1056,2054
-1836,-1044,3440
-278,2738,-21
-1698,2532,222
-5069,-1379,5728
4824,2422,1717
107,-32,3534
753,1588,-2286
-2412,216,3503
-1714,574,10232
-2561,-494,3526
-5353,998,4603
-6911,-1347,3112
-1922,-1003,3426
196,1169,-1232
-1667,2381,529
-4800,-1777,6073
-19,1996,-2297
-2598,172,3625
-1674,712,10549
-2486,-637,3383
3187,2678,-122
1180,-254,-4715
-4890,-1404,5859
-5467,810,4442
-6874,-1343,2780
-1915,-1020,3434
-1349,2456,471
-4790,-1871,6072
-241,2033,-2554
-2618,138,3633
-5075,2215,4376
-4315,248,5998
82,1395,-992
-2970,-757,3697
-2577,-640,3445
3192,2652,80
63,26,3535
-6529,-1135,2061
-2585,301,3624
-1406,2422,530
-4782,-1893,6085
4948,1487,3943
112,-428,3412
-233,1871,-2521
-3049,126,3971
-4315,248,5998
4,1609,-1431
-3109,-737,3891
-2591,-637,3453
3192,2652,80
-4982,-1267,5745
-6746,-1610,3673
-2592,288,3628
777,2383,-2514
-669,2681,317
-4756,-2047,6045
429,-473,3156
-475,1945,-2862
-4317,302,6044
-4836,2148,4887
-4456,232,6378
-52,1354,-916
-3383,-810,4068
3210,2641,176
-4982,-1267,5745
-5231,514,4678
-2592,288,3627
-483,1950,-2858
-4439,232,6357
-4907,2323,3567
-4733,290,6392
-108,1338,-886
-1958,-995,3495
663,3037,-3884
-2112,876,3314
-4756,-2125,6082
5242,-267,-3555
188,-826,3296
-63,1714,-2456
-4492,310,5928
-1367,367,10761
-445,1283,-495
-2697,-808,3398
-4327,1673,5963
3258,2768,-441
1039,958,-4598
-4762,-2210,6073
-6616,-1653,3548
-2516,252,3572
4570,-448,-4172
255,-1088,3245
-194,1739,-2619
-4478,252,6140
-5125,2298,3733
-2005,357,10153
-5588,21,5715
-5894,603,3826
-2511,195,3543
175,1448,-1261
-5100,-2006,5457
339,1005,2967
-361,1808,-2792
-4846,186,6509
-1909,297,10343
-1609,527,3462
3244,2668,-102
439,207,3276
-6176,1015,2889
-2391,158,3466
3258,2678,-98
439,207,3276
-6328,422,5051
-5839,821,2846
-2396,160,3484
193,1229,-1237
-278,2668,8
308,-1025,3201
392,956,2996
-414,1682,-2550
-4908,225,6409
-3113,-865,3860
-4256,1963,6191
3258,2677,-99
-5080,-1929,5542
-6650,334,5406
-5859,857,2729
-2462,155,3525
3413,2646,156
394,927,3118
-564,1687,-2615
-5000,323,6071
-4467,2380,3273
-3950,91,6402
-3221,-878,3996
-4027,2006,5801
3282,2682,-106
-5090,-1295,5636
-2478,125,3529
-6752,563,3844
-6202,674,3392
115,-25,3497
301,2080,-1462
-1448,1016,3248
205,139,3441
568,981,2446
437,2021,-1184
-579,1672,-2443
-2301,6,3396
3364,2790,-757
-1808,-420,3490
-6677,537,3741
31,-72,3538
188,1178,-1250
-1240,1034,3292
271,-61,3359
5044,2489,1172
608,997,2715
437,2021,-1184
-716,1563,-2561
-2359,-10,3430
192,1127,-1223
272,-60,3361
623,994,2734
-716,1563,-2561
-4595,32,6503
3364,2677,-123
97,-1058,3360
-6583,536,4304
-2259,-84,3364
560,990,2828
-834,1593,-2712
-4567,23,6484
3364,2677,-123
32,-32,3543
-5010,-133,3822
-2282,-83,3377
-6781,331,4414
-127,889,3516
4635,-47,-4221
589,975,2979
-591,1462,-2410
-4614,6,6509
-6817,434,4454
-2282,-83,3378
-5039,11,6480
-4871,2235,4227
-4438,56,6571
-3308,-481,4098
-4220,1275,6036
-676,207,-1171
-1685,-159,3450
-1822,-403,3371
-6523,434,3593
-1709,-159,3456
177,1447,-1262
380,2699,-259
-5639,-183,5935
970,882,793
791,2386,-2490
-5301,67,6388
-2442,-363,3431
-6989,625,3287
-1710,-159,3462
-2476,-346,3454
-6989,625,3287
-1714,-169,3465
4598,-100,-4188
1133,873,909
-5363,37,6177
-2709,-359,3665
-6589,726,2061
-1698,-179,3449
-2793,-384,3661
-6782,245,4529
-1858,-113,3568
-3073,-336,3858
129,-236,3331
5372,1179,3999
1071,748,809
-2288,-37,3384
219,1102,-1182
141,2709,-530
493,258,3242
6081,909,4653
1071,748,809
-2267,-46,3371
187,1101,-1239
149,2704,-491
456,249,3257
-2272,-52,3373
-896,1389,-153
651,2649,-19
544,97,3182
-2353,-32,3425
-4282,-290,6738
-2260,-551,3321
-6914,387,3737
-1525,-211,3361
176,1387,-1271
685,2386,669
451,97,3254
16,195,3592
-2498,-60,3521
-2328,-579,3244
-7115,530,3492
-1631,-187,3396
180,1355,-1264
685,2386,669
39,177,3581
-17,187,3626
-2519,-93,3542
-3179,-838,4443
215,220,3447
-2506,-629,3469
-6919,518,3196
-1607,-230,3342
215,1289,-1154
-1560,756,3346
212,-101,3403
-2517,-93,3530
-2711,-754,3604
-7295,742,2593
-1621,-237,3386
1259,2921,-1911
-4371,915,603
545,-197,3157
1359,718,468
-4707,-85,6746
-4910,-886,5807
-7169,662,2576
-1621,-237,3386
950,2736,-902
130,-166,3458
1093,468,2200
517,2335,-2257
-4704,-138,6735
-7207,726,2480
-1771,-233,3505
835,391,1833
372,2354,-2454
-4691,-207,6742
-7203,724,2481
-1823,-233,3524
372,2354,-2454
-4847,-126,6820
-5458,-864,5130
-6983,734,2291
-2474,-258,3481
1159,322,2396
300,2361,-2465
-2265,-102,3367
-5791,-716,3054
-6819,664,2085
185,-295,3393
-2347,-515,126
280,2187,-957
402,-302,3256
-2272,-118,3368
-2386,-829,3401
-6660,695,2049
211,-299,3425
91,2400,-2724
-2397,-167,3446
-2574,-902,3605
179,-319,3397
-5348,-824,5333
5251,2468,1237
2,48,3510
415,2306,-2308
-2589,-152,3566
-2891,-833,3721
183,-302,3434
298,2301,-2484
-2586,-152,3552
-6949,272,3692
164,-321,3411
206,1094,-1189
-74,978,2557
326,-763,3219
4974,2485,1217
474,-28,3223
285,2293,-2466
-2279,-234,3364
4943,2483,1244
286,-104,3360
218,2337,-2576
-2396,-190,3443
225,2294,-2590
-2567,-242,3544
-4602,-1512,6084
-7573,684,2667
-1574,-322,3277
213,1072,-1184
107,1145,1946
-102,939,3406
-18,2394,-2885
-2528,-259,3514
-5374,-1465,4917
-7445,594,2575
-1567,-349,3329
1193,2947,-2090
-194,1044,2087
467,209,3259
5114,775,-3493
339,-326,3234
280,2174,-2498
-4773,-553,6256
-5341,-1038,2765
-7202,545,2566
-2277,-339,3313
-5183,-1180,2631
-6961,650,2207
-2343,-333,3373
-5044,-1235,2523
-6706,613,2011
98,-423,3403
293,2075,-2621
-2328,-287,3389
-4816,-1352,2349
-6494,499,1875
-1529,-363,3295
1234,3000,-2070
-3748,812,417
235,136,3417
5267,2381,1608
159,-953,3229
32,2245,-2789
-2328,-287,3389
-4654,-1440,2224
-6503,502,1871
-1531,-383,3295
1327,3007,-2179
-37,72,3627
4943,2395,1790
174,-999,3378
-2377,-291,3434
-4909,-1315,2326
-6443,576,1819
-1531,-383,3295
1168,2899,-1818
-3766,799,422
507,-82,3193
103,-1023,3360
158,2029,-2524
-2377,-291,3434
-4523,-1397,2020
-6380,521,1755
-1567,-371,3328
1786,2860,-4505
552,-126,3154
5524,2358,2094
463,1025,2595
493,2119,-1328
-210,2107,-3016
-2429,-253,3456
-5915,-2407,5647
-3228,-1869,4452
-7052,130,4115
-1741,-420,3463
947,2299,-1773
-3920,646,499
511,-132,3185
490,1030,2580
-2458,-291,3473
-2564,-1178,1541
-6743,148,3910
-1754,-423,3467
357,2090,-1471
-3830,637,485
512,-132,3185
338,1013,2798
-2479,-272,3480
-4439,-1474,2091
-6872,176,3705
-1771,-396,3473
171,1463,-1090
-3752,661,486
-72,-117,3604
440,2022,-1198
1,2001,-2243
-2514,-260,3503
-1760,-747,-235
-7241,348,3480
-2407,-364,3393
348,998,2962
-33,2023,-2460
-2486,-286,3477
-2432,-1770,3750
-1740,-527,3444
